,french,wolof
1887,"Sur la photo qu'on m'a envoyée, il y a une sorte de salle avec une porte : La porte est noire et chocolatée. Il y a un siège et un autre qui est sur ton côté gauche. Il y a une autre table au milieu. Il y a des sortes de traits de couleurs rouge et jaune. Il y a un autre dessin de couleurs blanc et jaune.","Nataal bii ñu ma yónnee lu mel ne ab saal la, saal boo xam ne am na benn bunt : bunt bu ñuul ak lu sokolaa. Am na benn toogu, am na beneen toogu boo xam ne moo nekk ci sa 'côté gauche'. Am na beneen 'table' boo xam ne moo nekk ci digg bi. Am na lu mel ne ay rëdd, ay rëdd bu xonq ak bu 'Jaune'. Am na beneen 'dessin' bu weex ak bu 'Jaune'."
1888,"Il y a beaucoup de caisses empilées, vraiment beaucoup. Au-dessus sont posés beaucoup de livres, énormément de papiers qui forment une table au final.","Ay caisse yu bari yuñ tegale la, caisse yi dañoo bari lool. Ñu teg ci ay téere yu bari, ay këyit daal këyit yu baree bari yoo xam ne ay tegukaay la daal."
1889,On a un grand panier. On sait qu'il est teint avec une très belle couleur chocolatée. Une personne peut le prendre pour y mettre ses bagages ou l'amener au marché. La plupart des femmes s'en servent pour faire les courses.,Ñu ngi am pañe bu mag. Xam nanu si kulëeru sokolaa boo xam ne yaatoo yaatu la. Nit mën na ko jàpp def si ay bagaasam' walla yóbb ko 'marché'. Li ci ëpp jigéen ñi moom lañuy nduggee.'
1890,"Sur cette photo ci cependant, il y a un panier. La plupart des fois où on le voit, cependant, c'est sur les femmes quand il rentre du marché car c'est ça qu'elles prennent et mettent environ tout ce qu'elles achètent, par exemple ce qu'elles utilisent si elles veulent cuisiner.","Nataal bii nag moom benn pañe la. Lu ëpp liñ kay gis nag ci jeeg yi lay doon bu ñuy jóge marché ndax ci moom lañii jël, Aa daldi ciy def daanaka lépp luñ jënd lu ci mel ni ñoom lu ñi yittéwoo su ñu bëggee togg."
1891,"Sur cette photo, j'y vois quelque chose qui ressemble à un banc. Le banc est, cependant, posé sur <mask>. Le banc, on l'a cousu de très jolie manière et elle est confortable.","Nataal bi, maa ngi ciy gis lu mel ni ab bãŋ. Bãŋ bi nag dañ koo teg ci aw xàll, bãŋ bi nag bãŋub ràbb la dañ koo ràbb rafet na lool nag neex a toog."
1892,"J'ai vu ici une porte qui est dans une maison. Cette porte, cependant, il y a à sa coté une autre porte en bois. La porte comporte une couleur blanche à ses milieux.","Gis naa fi benn buntu bu nekk ci ag kër. Buntu bi nag, am na ci wetam beneen buntu dénk. Bunt bi am na lu weex ci diggante yi."
1893,"Ceci est, cependant, une porte conçue avec du bois. Mais on l'a fermée. Il y a même une serrure qui est ce avec quoi on attrape la porte quand on l'ouvre.","Lii nag ab buntu la boo xam ne ndénk lanu ko defaree. Waaye nag dañu koo tëj, am na sax ab sëluur mooy jàppukaayu buntu bi ñu ubbi."
1894,"Sur la photo que vous m'avez envoyée, j'y ai vu des chaises qui ont des pieds en fer et elles sont de couleur noir.",Nataal bii ngeen ma yónnee de gis naa ci biir nataal bi ay toogu yu am tànki weñ te toogu ya daa ñuul.
1895,"Sur la photo que vous m'avez envoyée, j'y ai vu un poisson adulte qu'on a coupé en morceaux et posé quelque part.","Nataal bii ngeen ma yónnee de gis naa ci biir nataal bi jën yu mag, yuñ dagg ay dagg teg ko ci fenn."
1896,"Salut. Sur cette photo, j'y vois des carapaces et des vans qui sont très jolis ainsi que ce qui les accompagnent.","Waaw ñi ngi siyaare bu baax, nataal bi maa ngi ci gis ay ay këll ak layu, ay këll ak layu yu rafet ak ñoom seen."
1897,"Une photo datant d'il y a soixante et neuf ans montre un pain posé qui semble cuit, mais pas très. Car il est différent de celui qui est trop cuit, ou de l'autre qui est juste cuit.","Nataalu juróom benn fukk ak juróom ñeent day wone mburu mu tëdd mel ne mburu mi lakk bi ñor na waaye ñorul lool. Ndax am na wuute genn wàll gi dafa ñor bay bëgg a xëm, geneen wàll gi ñor rekk."
1898,"Ici j'y ai vu deux assiettes blanches.Parmi les deux assiettes blanches, l'une contient du couscous. L'une ne contient que de la sauce. S'agissant du couscous, on y a mis de la sauce. Mais à son coté, j'y ai vu deux bols qui apparaissent. Ils apparaissent.","Fii gis naa fi ñaari palaat yu weex. Ñaari palaat yu weex yi, benn bi am na cere. Benn bi, ñeexum kese la. Cere ji nag, ñeex na ñu ko, waaye ca wet ga gis naa ci ñaari bool yuy feeñ. Ñu ngi feeñ."
1899,"J'ai vu que ceci est une photo. J'y ai vu aussi des personnes. J'y ai vu quelqu'un qui porte du rouge. J'y ai vu quelqu'un qui porte du noir. J'y ai vu quelqu'un qui porte un chapeau noir et des chaussures noires. J'ai vu aussi des feuilles, derrière; Des feuilles vertes. J'ai vu aussi des grillages noirs.",Gis naa ni lii ab nataal la. Gis naa ci itam ay nit. Gis naa ci ku sol lu xonq.  gis naa ci ku sol lu ñuul. Gis naa ci ku sol mbaxane bu ñuul ak ay dàll yu ñuul. Gis naa itam ay xob ci ginnaaw;  xob yu 'vertes'. Gis naa itam ay 'grillage' yu ñuul.
1900,"Sur cette photo, j'y vois des gendarmes attrapant une jeune personne du Sénégal, l'opprimant, le faisant souffrir, le battant jusqu'à le faire tombé sur le sol.","Nataal bii maa ngi ci gis ay takk-der, ñu jàpp kenn ci doomi ndawi réewum Senegaal, di ko bunduxataal, di ko mettital, di ko dóor ba xaw koo tëddal ci suuf."
1901,"Oui ceci est comme je te l'avais dit seulement. C'est du riz au poisson posé sur un plat blanc. Une sorte de patte de tamarin est mise au-dessus. Oui si tu regardes le riz, il y a une cuillère noire qui <mask> dessus de la patte de tamarin.","Waaw lii de comme ni ma la ko waxe woon rekk, ceebu jën la, ñu teg ko ci palaat bu weex, teg lu mel ni ay ñambaan, daldi koy teg ci kow. Waaw boo xoolee ceeb bi, am na benn kuddu bu ñuul bu koy cubb, bu cubb ñambaan ci kow."
1902,"Celui là, j'ai vu que c'est un garçon, debout sur une route, portant des pierres et un masque sur le visage. Il lance les pierres contre les gendarmes.","Kii de sennas ngóor la su taxaw si benn tali daldi yor aw xeer, takk masque. Xeer wi mu jëmale ko ca way-takk-der ya."
1903,"Sur la photo que vous m'avez envoyée, j'ai vu qu'il s'agissait de gendarmes. Des gendarmes qui portent, cependant, des... des boucliers. Des verres conçus pour les protéger. Ils sont faces au peuple s'échangeant contre eux des cailloux et des pierres.","Nataal bi ngeen ma yonnee, gis naa ni ay takk-der la. Takk der yoo xamantane bii nag, jël nañ loo xamantane bii mooy ay,... Ay baar. Ay verre yoo xam ne  dañ kaa defar pour ñu leen di baare, ñu jàkkarlook askan wi di sànnanteek ñoom ay xeer ak ay doj."
1904,Je vais au marché,Maa ngi dem marse
1905,Je ne lui ai plus reparlé.,Waxatuma ag moom depui.
1906,Nous avons eu une excellente conversation.,Amoon nëgn waxtàne bou nekh.
1907,Le gars est arrivé un peu en retard.,Góor gi egg na wanté tardé na tuuti.
1908,Je travaille encore à ce jour.,Ba tey maa ngi liggéey.
1909,Il y a un client nommé Modou.,Am na benn jëndukat bu tudd Modou.
1910,J'étais tellement bouleversé que j'ai recommencé à lui parler.,Dama nekkoon ci yëngu-yëngu ba ma mujju setsi ko pour waxtanaate ak moom.
1911,J'avais l'impression d'être le seul à avoir ce numéro sur le terrain de l'AFFC Air Force Career.,Dafa ma meloon nii man rek maa amoon numero boobu si suufu AFFC Air Force Career.
1912,"On nous a tous donné le même nombre exact, peu importe les privilèges qu'on nous avait promis d'accorder, tout cela était un mensonge.","Benn numéro bii leñ ñu jox ñun ñep, lepp lun nun digoon amatul solo ndax duwoon sakh dëg."
1913,On m'a dit qu'un gars serait appelé pour que je le rencontre.,Wax neñ ma dinañu woo benn góor pour ma gisànte ak moom.
1914,Je ne savais pas que je n'étais pas la seule personne à être sur le terrain ce jour-là.,Xamuma woon du man kese maa nekkoon ci terrain bi bes boobu.
1915,Je ne parlerai pas de l'histoire de la ville car il y a trop à dire.,Duma wax ci taariixu dëkk bi ndax dafa gudd lool.
1916,Je suis certain de la raison.,Woor nama ci lu tax.
1917,J'ai traité avec les U2.,Jënfandikoo naa ak U2 yi.
1918,Je n'ai pas du tout traité avec les U2.,Jënfandikoo wuma dara ak U2 yi.
1919,Je veux vous dire tout ce que je sais à ce sujet !,Bëgg na leen wax lepp lu ma xam ci loolu.
1920,"Je n'en parlerai pas, même s'il y a beaucoup à couvrir.","Du ma ci wax, sou fekke sakh am na lu bari lu ñuy àar."
1921,Nous ne nous soucions pas de sauver quoi que ce soit.,Topptoo wu ñu dara lu ñu wara sàmm.
1922,Nous voulions sauver une chose plus que le reste.,Deñoo bëgg sàmm lenn lu ëpp lu ci des.
1923,Je ne sais pas pourquoi c'est arrivé.,Xawma lu tax lii xew.
1924,Nous voulions sauver la bombe H parce qu'elle était si difficile à gérer.,Deñoo bëggoona sàmm bomb H bi ndax dafa jaffe woona tòppatoo.
1925,J'ai travaillé avec les détachements pour les U2 tous les jours pendant quarante ans.,Liggéey naa ak mbooloom yi ngir U2 yi bes bu nekk lu mat ñeent-fukk at.
1926,Fannie Flono a dû reprogrammer et est incapable de nous raconter des histoires aujourd'hui.,Fannie Flono dafa wara soppiwaat té mënul ñu nettali ay taariix tey.
1927,J'ai pris ma retraite en 2002.,Jël naa sama retraite si atum 2002.
1928,Le client nommé Cutty gagne 10 000 $ par mois.,Jëndukat bi bu ñuy tuddè Cutty weer bu nekk mu jot 10000 dolàr.
1929,Moussa vous a dit que j'étais à la retraite.,Musaa wax na leen jël naa sama retraite.
1930,On ne m'a jamais rien dit de rencontrer quelqu'un.,Waxu ñuma dara ci lu ma wara tase ak kenn.
1931,Fannie Flono est ici et elle va nous parler de ses histoires d'enfance de grandir à Dakar.,Fannie Flono angi fii té dina waxtaan ak ñun taariixam ci jamono bu mu nekkee gone ba muy mag ci biir Dakar.
1932,La fille dont j'ai besoin d'aide vit loin d'ici.,Xale bu jigéen bi ma soxla ngir ndimbal fu mu dëkk dafa sori fii.
1933,Il n'y a personne qui puisse m'aider.,Amul kenn ku ma man a dimbali.
1934,Il parle de trois sous-marins différents.,Moom ñenti saxaaru biir géej yu wuute lay wax.
1935,Il parle de trois choses.,Moom ñenti yëf lay wax.
1936,Tous leurs enfants ont survécu.,Xale yi yëpp a ngi dund.
1937,Un enfant est mort sur les cinq.,Ci juroom xale yi benn a ci dee.
1938,L'enfant qui est mort est né malade.,Nit ku dee ki bu mu juddoo la feebar.
1939,Le U2 a pris beaucoup de film.,U2 bi jël na ay sinemaa yu bari.
1940,Le U2 a pris une tonne de film sous l'eau.,U2 bi jël na ay tonnu sinemaa ci biir ndox.
1941,"Nous n'avions pas d'images, nous devions donc deviner.","Amunu woon ay nataal, lu waral ñu wara xamal suñu bopp."
1942,"Comme elle lui a dit de monter le porche, elle avait les larmes aux yeux.","Nu mu ko waxee na mu dugg ci biir woto bu naat bi, dafa doon jooy."
1943,Elle a rapidement essuyé ses larmes après avoir jeté Joe par le porche.,Gaaw na fomp joyam yi bu ñu sani-ee Joe ci woto bu naat bi.
1944,Ils ont tous convenu qu'ils travailleraient tous dans les champs.,Degganté ñu ñoom ñép ci lu ñép di liggéeyi ci tol yi.
1945,Il a décidé de ne plus parler.,Dafa tann baña wax ak man.
1946,Le rayonnement peut également être contenu pendant un incendie.,Radiyasiyoŋ bi mën nañu ko tamit tëyé su amee lakk.
1947,Elle était si heureuse de voir Joe qu'elle s'est mise à pleurer.,Dafa begone bu mu gisee Joe ba mu di jooy.
1948,Le rayonnement s'échapperait d'un composant en plomb après que l'avion ait brûlé.,Radiyasioŋ bi dafa di genn ci benn yëf ci plomb bu roppalaan bi lakkee ba pare.
1949,Le rayonnement ne s'échapperait pas pendant un incendie.,Radiyasioŋ bi dafa dul di genn su amee benn lakk.
1950,Le chef est retraité de l'US Air Force.,Njiit mi retraitee US Air Force la.
1951,Le chef vient de prendre sa retraite il y a quelques semaines.,Njiit mi moo ngi sooga jël retraitam mat na ay ayubes.
1952,Le chef de l'US Air Force vient de commencer sa carrière cette semaine.,Njiitu US Air Force ci ayubes bii la sooga tambali liggéeyam.
1953,Plus d'un avion arrive chaque semaine.,Lu ëpp benn roppalaan dina ñëw ayubes bu nekk.
1954,L'augmentation du trafic aérien est gênante.,Yokkutee u doxalinu roppalaan yi dafa diisoo.
1955,Il n'y a jamais d'avion qui arrive.,Du mës e am roppalaan buy ñow.
1956,Il faut jusqu'à trois mois pour terminer la formation sur l'utilisation d'une combinaison pressurisée intégrale.,Waral na lu mat ñenti weer ngir paré njàngum ci jënfandikoowaayu yëre bu ñu wànni jawwu ji fépp.
1957,S'entraîner à utiliser une combinaison pressurisée prend du temps.,Taggat sa bopp jënfandikoo benn yëre buñu wànni jawwur ji dafay jël jamono.
1958,Nous pourrions vous former à l'utilisation d'une combinaison de pression complète d'ici la fin de la journée.,Mën neñu leen jangale nan la ñuy jëfandikoo benn yëre buñu wànni jawwu ji wépp bala bes bi di noppi.
1959,La bombe avait été désactivée par le pilote.,Gindikay bi feyyoona fètt bi.
1960,La bombe n'avait aucune chance d'exploser.,Fètt bi amul woon benn wersseku fàcc.
1961,Il y avait un grand danger que la bombe explose.,Am na lu naroon a loru lu bari ci lu fètt bi di fàcc.
1962,Je ne sais pas à quoi cela ressemble pour vous.,Xawma lan lay nurool ci yeen.
1963,"J'essaie de le faire, évidemment.","Maa ngi koy jeema def, waaw."
1964,J'essaie de terminer mon projet la semaine prochaine.,Maa ngi jeema paré sama mbebët ayubes bu si topp.
1965,Les chèvres s'échappaient de la grange tous les jours.,Bëy yi ño ngi doona daw ci biti bërëb bi bes bu nekk.
1966,Les chèvres s'échappaient souvent.,Bëy yi daan neñu daw si biti ay jamono.
1967,Les chèvres ont été gardées en sécurité.,Sàmmoon neñu ci kaaraange bëy yi.
1968,Toutes les portes étaient ouvertes.,Bunt yi yépp a tëjju woon.
1969,Nous avions les clés avec nous.,Ñu ngi woona yore caabi yi ak ñun.
1970,Nous sommes entrés même si les portes étaient verrouillées.,Dugg nañu doonte bunt yi dañoo tëju woon.
1971,Je suis convaincu que les totaux sont tout ce dont j'ai besoin pour comprendre cela.,Wóor na ma ni lim yi yépp rek laa soxla ngir xam loolu.
1972,"Je n'ai aucune idée de ce qu'il faut faire avec seulement les totaux, veuillez me donner plus de détails pour comprendre ce gâchis.","Xawma dara ci li ma wara def ak lim yi rek, war ngeen ma jox ay detaay yu gëna bare ngir ma xam yàq bii."
1973,Je vais le calculer en fonction des totaux.,Dinaa ka xayma ci lim yi.
1974,Il était tellement excité et débordant de joie qu'il a pratiquement fait tomber la porte de son cadre.,Dafa yëngu woon té beg lool ba mu daanal bunt bi wépp ci cadar am.
1975,Il essayait de ne pas nous culpabiliser mais nous savions que nous lui avions causé des ennuis.,Dafa doon jeema bañ ñu tiiñal waaye xamoon neñu ni indiloon neñu ko ay jafe-jafe.
1976,"Rien qu'à l'expression de son visage quand il a franchi la porte, j'ai su qu'il avait été déçu.","Ci melokaanu kanamam rek bu mu jàllee bunt bi, xamoon naa ni deñu kaa wor."
1977,Je n'ai pas de magasin en particulier.,Awma dencukaay bu mënti nekk.
1978,J'ai 1 magasin spécifique.,Am naa benn decukaay bu donggal ab jariñoo.
1979,Il y a beaucoup de magasins.,Am na ay dencukaay yu bari.
1980,Il reçoit beaucoup d'aide.,Dina jot ay dimbali yu bari.
1981,Il reçoit de l'aide pour ses repas et ses vêtements.,Diña jot ay dimbali ngir lekkam yi ak yëre am yi.
1982,Il est très indépendant.,Dafa tembe lool.
1983,Ramona me jugeait silencieusement.,Ramona dafa doon ma atte te waxul dara.
1984,"La marmite, si elle doit être délicieuse, quand elle sera en train de bouillir, elle sentira.","Cin, su naree neex, bu baxee, xeeñ."
1985,"L'homme et ses désirs, Dieu et sa décision.","Nit ak bëgg-bëggam, Yàlla ak dogalam."
1986,C'est avec l'esprit avec lequel tu as creusé le puits qu'un autre va y boire.,Xel mi nga gase teen bi la ci keneen di naane.
1987,"Une langue ne mange pas son semblable, si on ne l'a pas cuite.","Làmmiñ du lekk morom ma, te toggeesu ko."
1988,"Si ton talent de cavalier te pousse à monter sur un porc-épic à cru, après ça, tu n'achèteras plus que des selles avec ce que te rapporte la terre.","Su la mën ngawar jayee ba nga mafñàndum saaw, boo fa jógee, loo bayati jënde kog teg."
1989,Premier don.,May-gu-jëkk.
1990,Cadeau de fiançailles.,May-gu-jëkk.
1991,"La langue ne mange pas son semblable, sans qu'on ne l'ait cuite.","Làmmiñ du lekk morom ma, te toggeesu ko."
1992,Un aveugle a le temps d'autre chose qui n'est pas d'enfiler des aiguilles.,Gumba tal na leneen lu dul nas i puso.
1993,L'aveugle a autre chose à faire que d'enfiler des aiguilles.,Gumba tal na leneen lu dul nas i puso.
1994,"Le bonnet que tu mesures à ta tête, il n'y sied pas, ne le mesure pas à la tête de ton prochain.","Mbaxana moo natt ci sa bopp, jekku ca, bu ko natt ci sa boppu nawle."
