french_corpus,wolof_corpus
"La première fois que j'ai vu mon père, à Ogoja, il m'a semblé qu'il portait des lorgnons.","Lan moo dugal sama bopp bi ne bés bi ma jëkkee gis Baay ca Ogosaa, xeetu lonet yooyu ñu mën a woowe xoolukaay la takk ?"
D'où me vient cette idée ?,Xawma nan la ma xalaat boobu dikkee.
Les lorgnons n'étaient déjà plus très courants à cette époque.,Fekkoon na sax lonet yooyu xewwi.
"Peut-être qu'à Nice quelques vieux de la vieille avaient conservé cet accessoire, que j'imagine seyant parfaitement à d'anciens officiers russes de l'armée impériale, arborant moustache et favoris, ou bien inventeurs ruinés qui fréquentaient mes « tantes ».","Amaana ay màgget dencoon ko ca Niis, di ko fàttalikoo seenug ngone. Walla boog ay ófisey làrme bu Riisi mbaa yenn boroom xam-xam ya daan seetsi samay « bàjjan » ñoo ko dese woon."
"Pourquoi lui ? En réalité, mon père devait porter des lunettes à la mode des années trente, fine monture d'acier et verres ronds qui reflétaient la lumière. Les mêmes que je vois sur les portraits des hommes de sa génération, Louis Jouvet ou James Joyce (avec qui il avait du reste une certaine ressemblance).","Ci dëgg-dëgg, bëggoon naa xam fu xalaat boobu jóge woon ba song ma. Li wóor daal, moo di ne Baay daan na tàkk i lonet yi xewoon ci at yi soriwul atum 1930. Mooy ya ñu tëgge woon weñ gu sew ba noppi ànd ak weer yu mërgalu te Luwi Suweek Sams Sooys (niróowaaleem ba) daan leen takk."
"Mais une simple paire de lunettes ne suffisait pas à l'image que j'ai gardée de cette première rencontre, l'étrangeté, la dureté de son regard, accentuée par les deux rides verticales entre ses sourcils. Son côté anglais, ou pour mieux dire britannique, la raideur de sa tenue, la sorte d'armature rigide qu'il avait revêtue une fois pour toutes.","Waaye, li may fàttaliku ci sunu gise bu njëkk, yemul ciy loneti kese. Li ko taxoon a doy waar, ma fat ko ba fàww, moo doon na xoolinam dëgëre woon. Booleek ňaari ras-ras yay xàjjaley yéenam, lépp méngook deretu àngaleem, ba ci yéreem yu daŋ ya, mel ni masu leen a summi."
"Je crois que dans les premières heures qui ont suivi mon arrivée au Nigeria – la longue piste de Port Harcourt à Ogoja, sous la pluie battante, dans la Ford V8 gigantesque et futuriste, qui ne ressemblait à aucun véhicule connu – ce n'est pas l'Afrique qui m'a causé un choc, mais la découverte de ce père inconnu, étrange, possiblement dangereux.","Yaakaar naa ne ba ma nee cëpp Niseryaa – nu jaar ci tali bu gudd ci diggante Poor Arkuur ak Ogosaa, toog ci sunu biir ponkalum Ford W8 bu kéemaane ba, taw bu mettiy dal – du Afrig moo ma teppati. Baay ci boppam moo ma teppati. Mii xel naan ma : « Moo, góor gu raglu gii, ku mu ? » Ma jàpp ne mënul a doon sama baay, man mii."
"En l'affublant de lorgnons, je justifiais mon sentiment. Mon père, mon vrai père pouvait-il porter des lorgnons ?","Ngir gën a gëmloo loolu sama bopp, ma daldi ko takkal lonet yu woroo ak i lonetam."
Son autorité a tout de suite posé un problème.,Ci saa si la tàng-diineem ak bëgg yilifam jur fitna.
"Nous avions vécu, mon frère et moi, dans une sorte de paradis anarchique à peu près dépourvu de discipline.",Maak sama mag kenn daawu nu wax déet.
"Le peu d'autorité auquel nous étions confrontés venait de ma grand-mère, une vieille dame généreuse et raffinée, qui était fondamentalement opposée à toute forme de châtiment corporel envers les enfants, lui préférant la raison et la douceur.","Sunu maam ju jigéen daal, moo nu daan jéem a jubbanti léeg-léeg te moom sax na mu rafete woon xol taxoon na masul a nangu ku dóor xale. Yedd ak naxantee ko gënaloon."
"Mon grand-père maternel, lui, avait reçu dans sa jeunesse mauricienne des principes plus stricts, mais son grand âge, l'amour qu'il portait à ma grand-mère, et cette sorte de distance ennuyée propre aux gros fumeurs l'isolaient dans un réduit où il s'enfermait à clef pour, justement, y fumer en paix son caporal.","Sama maam ju góor, li mu yaroo Dunub Móris taxoon na koo bañ caaxaan waaye màggat la woon, amoon cofeel ci soxnaam te mel ni ku àddina sàppi. Lenn rekk a ko soxaloon : kimmi sigaretam « kaporaal ». Da daan faral a tëju sax ci benn pukkuus, jàpp njàmburam di tóx."
"Quant à ma mère, c'étaient la fantaisie et le charme.","Sama yaay moom, deful woon dara muy dara."
"Nous l'aimions, et j'imagine que nos bêtises la faisaient rire.","Ak jéyya ju nu mënoon a def, da doon reetaan rekk."
Je ne me rappelle pas l'avoir entendue élever la voix.,Fàttalikuwuma fu mu nu mas a gëdde.
"Dès lors, nous avions carte blanche pour faire régner dans le petit appartement une terreur enfantine.","Moom daal, lu nu neex lan daan def, te kenn du ñu sañ a yemale."
"Nous avons fait, dans les années qui ont précédé notre départ pour l'Afrique, des choses qui, avec le recul de l'âge, m'apparaissent en effet assez terribles : un jour, à l'instigation de mon frère, j'ai escaladé avec lui la rambarde du balcon (je la vois encore, nettement plus haute que moi) pour accéder à la gouttière, surplombant tout le quartier du haut des six étages.","Laata nuy dem Afrig, def nanuy njaaxum yu jéggi dayo. Bés, ci lu sama mag sooke, danu ànd tëb ba ci bantu peroŋ bi ci juróom-benneelu etaas bi, tiim gox bépp."
"Je pense que mes grands-parents et ma mère ont été si effrayés que, lorsque nous avons consenti à revenir, ils ont oublié de nous punir.",Yaakaar naa ne samay maam ak sama yaay daňoo tiit keroog ba fàtte noo duma.
"Je me souviens aussi d'avoir été pris par des crises de rage, parce qu'on me refusait quelque chose, un bonbon, un joujou, bref pour une raison tellement insignifiante qu'elle ne m'a pas marqué, une rage telle que je jetais par la fenêtre tout ce qui me tombait sous la main, jusqu'à des meubles.","Gone gu naqadi deret laa woon. Saa yu ma bëggaan tàngal mbaa fowukaay walla leneen, ñu bañ ma koo jox, dama daan mel ni kuy daanu gàngiri, di yuuxu, lu ma jot sànni, rajaxe lépp. Te li tax ma doon def loolu, ñàkk na solo ñàkk solo gu, mënumaa wax tey jii lan la woon."
"À ces moments, rien ni personne ne pouvait me calmer.",Te amul kenn mbaa lenn lu mënoon a giifal sama mer.
"Parfois me revient encore la sensation de ces bouffées de colère, quelque chose que je ne peux comparer qu'à l'ivresse de l'éthéromane (l'éther qu'on faisait respirer aux enfants avant de leur arracher les amygdales). La perte de contrôle, l'impression de flotter, et en même temps une extrême lucidité.","Léeg-léeg dinaay yëgaat mer moomu, mu mel ni doktoor a ma pikiir, ma màndi bay waaj a nelaw, sax i laaf, di naawantu, ànd ceek teey ak dal."
"C'est l'époque où je suis également la proie de violents maux de tête, par instants si insupportables que je dois me cacher sous les meubles pour ne plus voir la lumière.",Ay metitu bopp yu tar daan nañ ma sonal tamit. Dama daan làqu ci suufu lal yeek toogu-xóot yi ngir daw leeraayu làmp yi.
D'où venaient ces crises ?,"Lu taxoon ma gaaw a tàggook sama sago, noonu ?"
"Il me semble aujourd'hui que la seule explication serait l'angoisse des années de guerre. Un monde fermé, sombre, sans espoir.","Ci sama gis-gis, du dara lu dul ni ati xare bi jaxasee woon sama xel."
"La nourriture désastreuse – ce pain noir, dont on disait qu'il était mêlé de sciure de bois, et qui avait failli causer ma mort à l'âge de trois ans.","Tàmbalee ko ci lekk gi. Lekk gu bon a bon – mburu mu ňuul miň doon wax naan dafa raxe kópp. Mburu mu dooy waar, xaw maa yóbbu laaxira ba ma tolloo ci ñetti at doŋŋ."
"Le bombardement du port de Nice qui m'avait jeté à terre dans la salle de bains de ma grand-mère, cette sensation que je ne peux pas oublier du sol qui se dérobe sous mes pieds. Ou encore l'image de l'ulcère sur la jambe de ma grand-mère, aggravé par les pénuries et le manque de médicaments ; je suis dans le village de montagne où ma mère est allée se cacher, du fait de la position de mon père dans l'armée britannique et du risque de déportation.","Bés ba Almaŋ yi sànnee bomb nag, mu mel ni ci kër gi la daanu, ma daw làquji sama wanagu maam ju jigéen ? Am na leneen lu may gisaat : sama dana maam ba, naqaree faj lool ndax ňàkk geek ňàkkum garab gi ; maa ngi ci dëkkub tund bi sama yaay demoon làquji : ginnaaw Baay a ngi woon ci làrmeb Àngalteer, suñ ko jàppoon, moom sama yaay, du baax ci moom."
Nous faisons la queue devant le magasin d'alimentation et je regarde les mouches qui se posent sur la plaie ouverte sur la jambe de ma grand-mère.,"Daňu daan raŋ ci kanamu màngasinu dund ba, may gis ni weň yiy biiwe, di muucu góomam bi."
Le voyage en Afrique met fin à tout cela.,Gàddaay jëm Afrig a dakkal loolu lépp.
"Un changement radical : sur instructions de mon père, avant le départ, je dois me faire couper les cheveux, que j'ai portés jusque-là longs comme ceux d'un petit Breton, ce qui eut pour résultat de m'infliger un extraordinaire coup de soleil sur les oreilles, et de me faire rentrer dans le rang de la normalité masculine.","Ni Yàllaak Yaali : ci ndigalu Baay, ñu xuuf samay karaw yu gudd yu goneg Bërëtaañ ya, naaj wiy jafal samay nopp. Ma daldi dellu nekk xale bu góor."
"Plus jamais je ne ressentirai ces atroces migraines, plus jamais je ne pourrai donner libre cours aux crises de colère de ma petite enfance.","Ca la samay metiti bopp ya dakke ba fàww, ma bàyyi tamit gaaw a mer."
L'arrivée en Afrique a été pour moi l'entrée dans l'antichambre du monde adulte.,"Cig gàttal, Afrig moo doon sama néegu-góor."
"À l'âge de trente ans, mon père quitte Southampton à bord d'un cargo mixte à destination de Georgetown, en Guyane britannique.","Ci fànweeri atam la Baay jël gaal, jóge Saawusamton jëm Sorstaawun, ca Guwiyaan ba newoon ci loxoy Àngale yi."
"Les rares photos de lui à cette époque montrent un homme robuste, à l'allure sportive, vêtu de façon élégante, complet veston, chemise à col dur, cravate, gilet, souliers de cuir noir.","Nataal ya ngi may won waxambaane wu dëgër, tàmm a tàggat yaram wi. Ci nataal bi fi des, mu ngi solu ba jekk, karwaatu, ak westam bu kol gi dëgër ak i dàlli deram yu ňuul."
"Bientôt huit ans qu'il est parti de Maurice, après l'expulsion de sa famille de la maison natale, le fatal jour de l'an de 1919.","Fekkkoon mu jóge Móris juróomi-ñetti at ca ginnaaw, ba ňu fa dàqee njabootam ca atum 1919."
"Dans le petit carnet où il a consigné les événements marquants des derniers jours passés à Moka, il écrit : « À présent, je n'ai plus qu'un désir, partir très loin d'ici et ne jamais revenir. » La Guyane, c'était effectivement l'autre extrémité du monde, les antipodes de Maurice.","Bàyyil nanu benn karne bu mu daan dénk lépp lu mu dundoon mbaa mu teewe ko. Bés, bind na ci lii : « Fi mu ne nii, bëgguma lu dul génn Mokaa, sori ko te baňati fee dellusi ba fàww. » Guwiyaan, sori lool Móris, moo doon fa àddina yemoon ci moom."
Est-ce le drame de Moka qui a justifié cet éloignement ?,Ndax musibam Mokaa waraloon mu dëddu ?
Il y a eu sans doute au moment de son départ une détermination qui ne l'a jamais quitté.,"Pas-pas ba mu wone ba muy laxas, du woon neen, du woon caaxaan."
Il ne pouvait pas être comme les autres.,Manul woon a mel ni ňeneen ňi.
Il ne pouvait pas oublier.,Manul woon a fàtte.
"Il ne parlait jamais de l'événement qui avait été à l'origine de la dispersion de tous les membres de sa famille. Sauf, de temps en temps, pour laisser échapper un éclat de colère.","Waxam nag, bariwul woon ci mbir moomu. Xanaa léeg-léeg rekk mu mer, xultu, ay kàddu rëcc ko. Wànte daal mbóot moomu, maanaam la tasoon seen kër, daawu ko sulli mukk."
"Pendant sept ans il étudie à Londres, d'abord dans une école d'ingénieur, puis à la faculté de médecine.","Lu tollook juróom-ňaari at, mu nekk Londar di jàng. Eñseñeer la jëkkon a bëgg nekk waaye dafa ca mujjee génn, daldi taamu njàngum faj."
"Sa famille est ruinée, et il ne peut compter que sur la bourse du gouvernement.",Jafe-jafe yiy way-juram doon jànkoonteel tax ba mu war a sukkandiku ci ndimbalu gornmaa bi.
Il ne peut pas se permettre d'échouer.,"Lajj moom, xel daju ko."
Il fait une spécialité de médecine tropicale.,Fàww xelam gën a màcc ci pajum feebari réewi Afrig yi.
Il sait déjà qu'il n'aura pas les moyens de s'installer comme médecin privé.,Xamoon na ni àddina du dox ba mu am bés dooley ubbi kilinigu boppam.
L'épisode de la carte de visite exigée par le médecin-chef de l'hôpital de Southampton ne sera que le prétexte à rompre avec la société européenne.,"Kuy seet bu baax sax, danga naan dafa tafantoo jàppanteem ak kilifaam ca Saawusamston ngir dogook askanu Tugal."
"La seule part de douceur dans sa vie, à ce moment-là, c'est la fréquentation de son oncle à Paris, la passion qu'il éprouve pour sa cousine germaine, ma mère.","Lenn doŋŋ ay dëfal xolam ci jamono jooju : li muy ganeji nijaayam ca Pari. Fa lay fekk doomu-nijaayam ju jigéen, ki nar a dooni sama yaay, nob ko nag ba du gis."
Les congés qu'il passe en France auprès d'eux sont le retour imaginaire vers un passé qui n'est plus.,Muy béréb buy delloo xelam démb.
"Mon père est né dans la même maison que son oncle, à tour de rôle ils y ont grandi, ils ont connu les mêmes lieux, les mêmes secrets, les mêmes cachettes, ils se sont baignés dans le même ruisseau.","Baay ak nijaayam ji may wax, ci benn kër gi lañu juddoo, ku nekk ci ñoom ñaar màgge fa. Kon li ñu séq bare na, ñoo bokk i mbóot te yit ñoo daan sangoo ci benn dex gi."
"Ma mère n'a pas vécu là-bas (elle est née à Milly), mais elle en a toujours entendu parler par son père, cela fait partie de son passé, pour elle cela a le goût d'un rêve inaccessible et familier (car, en ce temps-là, Maurice est si loin qu'on ne peut qu'en rêver).","Sama yaay mi juddoo Mili, newu fa woon booba wànte yàgg naa dégg baayam daan ko waxtaane. Muy boog lu bokk ci cosaanam, daldi soppiku béréb bu xelam sàkk, béréb bu boole lëndëm ak leer, jege ak sori. Ndax, ca jamono jooju, Móris sore na sore gu, ci gént rekk la ko mënoon a feeñu."
"Mon père et elle sont unis par ce rêve, ils sont ensemble comme les exilés d'un pays inaccessible.","Gént googoo lëkkale samay way-jur, ñu ànd gàddaay cig gént, jubal réew mu amul tur amul sant."
"Il n'importe. Mon père a décidé de partir, il partira.",Loolu lépp amul solo ci gis-gisu Baay. Jàpp na ni fàww mu dem.
Le Colonial Office vient de lui attribuer un poste de médecin sur les fleuves de Guyane.,Nguurug Àngalteer daldi ko yabal ca dexi Guwiyaan ya.
"Dès qu'il arrive, il affrète une pirogue munie d'un toit de palmes et propulsée par un moteur Ford à axe long. À bord de sa pirogue, accompagné par l'équipe, infirmiers, pilote, guide et interprète, il remonte les rivières : le Mazaruni, l'Essequeibo, le Kupurung, le Demerara.","Dafa fa yegg rekk, luye gaal ànd ak fajkat ya mu yilif, dawalkati gaal ya ak i làpptoo, ñuy xuus ca dex ga, di rombiy dëkk di dem : Masurini, Isekeyboo, Kupuruŋ, Demeraraa."
"Il prend des photos. Avec son Leica à soufflet, il collectionne des clichés en noir et blanc qui représentent mieux que des mots son éloignement, son enthousiasme devant la beauté de ce nouveau monde.","Foo ko fekk mu ngi jëliy nataal ak Leikaam. Nataal yi, daanaka ñoo ëpp fuuf doole ay kàdduy neen."
La nature tropicale n'est pas une découverte pour lui.,Ci lay gën a mën a waxe ni ko yànjaayu Afrig yéeme.
"À Maurice, dans les ravins, sous le pont de Moka, la rivière Terre-Rouge n'est pas différente de ce qu'il trouve en haut des fleuves.","Àlli Afrig yi sax, du fi gan, daanaka, ndax ni ñu nirook yu Móris. Fii, pomu Mokaa ak dexug Teer-Ruus dinañuy faral a dellusi ci xelam. Wànte li am ba am nag, te du ko réere mbir, moo di ni jéggi-dayog Afrig, benn la ci àddina."
